,"('E', 'E')","('E', 'F')","('E', 'J')","('E', 'K')","('E', 'C')","('E', 'B')","('E', 'O')","('E', 'N')","('E', 'D')","('E', 'H')","('E', 'L')","('E', 'A')","('E', 'M')","('E', 'I')","('E', 'G')","('F', 'E')","('F', 'F')","('F', 'J')","('F', 'K')","('F', 'C')","('F', 'B')","('F', 'O')","('F', 'N')","('F', 'D')","('F', 'H')","('F', 'L')","('F', 'A')","('F', 'M')","('F', 'I')","('F', 'G')","('J', 'E')","('J', 'F')","('J', 'J')","('J', 'K')","('J', 'C')","('J', 'B')","('J', 'O')","('J', 'N')","('J', 'D')","('J', 'H')","('J', 'L')","('J', 'A')","('J', 'M')","('J', 'I')","('J', 'G')","('K', 'E')","('K', 'F')","('K', 'J')","('K', 'K')","('K', 'C')","('K', 'B')","('K', 'O')","('K', 'N')","('K', 'D')","('K', 'H')","('K', 'L')","('K', 'A')","('K', 'M')","('K', 'I')","('K', 'G')","('C', 'E')","('C', 'F')","('C', 'J')","('C', 'K')","('C', 'C')","('C', 'B')","('C', 'O')","('C', 'N')","('C', 'D')","('C', 'H')","('C', 'L')","('C', 'A')","('C', 'M')","('C', 'I')","('C', 'G')","('B', 'E')","('B', 'F')","('B', 'J')","('B', 'K')","('B', 'C')","('B', 'B')","('B', 'O')","('B', 'N')","('B', 'D')","('B', 'H')","('B', 'L')","('B', 'A')","('B', 'M')","('B', 'I')","('B', 'G')","('O', 'E')","('O', 'F')","('O', 'J')","('O', 'K')","('O', 'C')","('O', 'B')","('O', 'O')","('O', 'N')","('O', 'D')","('O', 'H')","('O', 'L')","('O', 'A')","('O', 'M')","('O', 'I')","('O', 'G')","('N', 'E')","('N', 'F')","('N', 'J')","('N', 'K')","('N', 'C')","('N', 'B')","('N', 'O')","('N', 'N')","('N', 'D')","('N', 'H')","('N', 'L')","('N', 'A')","('N', 'M')","('N', 'I')","('N', 'G')","('D', 'E')","('D', 'F')","('D', 'J')","('D', 'K')","('D', 'C')","('D', 'B')","('D', 'O')","('D', 'N')","('D', 'D')","('D', 'H')","('D', 'L')","('D', 'A')","('D', 'M')","('D', 'I')","('D', 'G')","('H', 'E')","('H', 'F')","('H', 'J')","('H', 'K')","('H', 'C')","('H', 'B')","('H', 'O')","('H', 'N')","('H', 'D')","('H', 'H')","('H', 'L')","('H', 'A')","('H', 'M')","('H', 'I')","('H', 'G')","('L', 'E')","('L', 'F')","('L', 'J')","('L', 'K')","('L', 'C')","('L', 'B')","('L', 'O')","('L', 'N')","('L', 'D')","('L', 'H')","('L', 'L')","('L', 'A')","('L', 'M')","('L', 'I')","('L', 'G')","('A', 'E')","('A', 'F')","('A', 'J')","('A', 'K')","('A', 'C')","('A', 'B')","('A', 'O')","('A', 'N')","('A', 'D')","('A', 'H')","('A', 'L')","('A', 'A')","('A', 'M')","('A', 'I')","('A', 'G')","('M', 'E')","('M', 'F')","('M', 'J')","('M', 'K')","('M', 'C')","('M', 'B')","('M', 'O')","('M', 'N')","('M', 'D')","('M', 'H')","('M', 'L')","('M', 'A')","('M', 'M')","('M', 'I')","('M', 'G')","('I', 'E')","('I', 'F')","('I', 'J')","('I', 'K')","('I', 'C')","('I', 'B')","('I', 'O')","('I', 'N')","('I', 'D')","('I', 'H')","('I', 'L')","('I', 'A')","('I', 'M')","('I', 'I')","('I', 'G')","('G', 'E')","('G', 'F')","('G', 'J')","('G', 'K')","('G', 'C')","('G', 'B')","('G', 'O')","('G', 'N')","('G', 'D')","('G', 'H')","('G', 'L')","('G', 'A')","('G', 'M')","('G', 'I')","('G', 'G')"
84,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,0.0,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,0.0,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,0.0,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,0.0,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
85,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,0.0,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,0.0,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,0.0,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,0.0,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
86,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,0.0,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,0.0,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,0.0,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,0.0,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
87,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,0.0,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,0.0,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,0.0,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,0.0,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
88,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,0.0,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,0.0,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,0.0,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,0.0,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
89,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,0.0,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,0.0,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,0.0,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,0.0,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
90,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,0.0,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,8.632909470754445,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,8.632909470754445,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,0.0,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
91,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,0.0,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,8.632909470754445,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,8.632909470754445,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,0.0,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
92,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,0.0,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,0.0,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
93,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,0.0,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,8.632909470754445,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,8.632909470754445,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,0.0,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
94,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,0.0,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,8.632909470754445,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,8.632909470754445,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,0.0,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
95,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,0.0,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,8.632909470754445,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,8.632909470754445,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,0.0,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
96,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,7.883045696667201,,9.313011623133434,4.39016893654157,,,4.153453711720496,0.0,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,0.0,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,8.632909470754445,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,8.632909470754445,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,7.883045696667201,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
97,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,7.883045696667201,,9.313011623133434,4.39016893654157,,,4.153453711720496,10.860084674819689,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,10.860084674819689,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,8.632909470754445,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,8.632909470754445,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,7.883045696667201,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
98,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,7.883045696667201,,9.313011623133434,4.39016893654157,,,4.153453711720496,10.860084674819689,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,10.860084674819689,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,8.632909470754445,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,8.632909470754445,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,7.883045696667201,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
99,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,7.883045696667201,,9.313011623133434,,,,4.153453711720496,10.860084674819689,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,10.860084674819689,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,8.632909470754445,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,8.632909470754445,,,,,,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,7.883045696667201,,,4.96921177879121,,,6.458998198865708,,,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
100,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,7.883045696667201,,9.313011623133434,4.39016893654157,,,4.153453711720496,10.860084674819689,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,10.860084674819689,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,8.632909470754445,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,8.632909470754445,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,7.883045696667201,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
101,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,7.883045696667201,,9.313011623133434,4.39016893654157,,,4.153453711720496,10.860084674819689,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,10.860084674819689,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,8.632909470754445,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,8.632909470754445,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,7.883045696667201,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
102,,9.692367780840497,9.313011623133434,,0.0,,,5.478070154289215,,4.224008149292806,,,,,8.364480681578453,9.692367780840497,,4.39016893654157,0.0,,,,7.74834344592649,0.0,,,,10.264227896467698,7.883045696667201,,9.313011623133434,4.39016893654157,,,4.153453711720496,10.860084674819689,,,,5.971095589122942,,,,,,,0.0,,,,,0.0,0.0,,10.925358268576911,,,,,,0.0,,4.153453711720496,,,5.01296700654409,9.272948151106249,0.0,,,,,11.128490477670148,4.96921177879121,,,,10.860084674819689,,5.01296700654409,,,11.777919007789142,8.63260406987797,,,,,,,,,,0.0,9.272948151106249,,,7.134220586183886,,,,,,,,5.478070154289215,7.74834344592649,,0.0,0.0,11.777919007789142,7.134220586183886,,,0.0,11.156318526116912,,0.0,6.458998198865708,,,0.0,,,,8.63260406987797,,,,8.632909470754445,6.265378882082749,,,,,4.224008149292806,,5.971095589122942,10.925358268576911,,,,0.0,8.632909470754445,,,,,10.237173147047809,4.306135258436866,,,,,,,,11.156318526116912,6.265378882082749,,,,,,,,,,,,,,,,,,,,,,,10.264227896467698,,,11.128490477670148,,,0.0,,,,,,,0.0,,7.883045696667201,,,4.96921177879121,,,6.458998198865708,,10.237173147047809,,,,,,8.364480681578453,,,,,,,,,4.306135258436866,,,0.0,,
